Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,0,99.36796,59.21652,0,2.67875,1.42241,2.52600,4.95492,10.50751,0.50000
1,1,98.42464,59.24583,0,2.56572,1.45344,2.63384,5.28779,11.50043,0.50000
2,0,60.50970,156.04143,0,6.10394,1.53468,2.90902,6.08930,13.73493,0.50000
2,1,60.50858,155.87564,0,5.71634,1.55953,2.97452,6.23966,14.05745,0.50000
2,2,60.09302,156.08542,0,5.01587,1.55677,3.02087,6.51841,15.22431,1.00000
2,3,59.86391,155.82350,0,3.81774,1.54118,2.97742,6.40303,14.91573,0.50000
2,4,59.98993,156.19846,0,4.66348,1.54035,2.94252,6.22674,14.23629,0.33333
2,5,59.51605,156.25433,0,3.80588,1.45676,2.63759,5.27849,11.42591,0.33333
2,6,59.39144,156.63324,0,3.64169,1.46670,2.70314,5.55061,12.39986,0.33333
2,7,59.37585,156.36400,0,3.45579,1.45057,2.65175,5.40597,12.00699,0.33333
2,8,59.54565,156.27325,0,3.28932,1.52232,2.89888,6.15485,14.19766,0.33374
2,9,59.57855,155.84189,0,3.21180,1.53832,2.95576,6.31260,14.58803,0.33333
3,3,51.70938,161.09474,0,3.26369,1.37771,2.35985,4.43542,8.95954,0.50000
3,4,51.60289,161.14534,0,3.31908,1.44077,2.58240,5.10426,10.88792,0.33333
3,5,50.91693,160.39372,0,2.15548,1.44390,2.59719,5.15683,11.05578,0.42597
3,6,51.49806,160.80443,0,1.68371,1.40258,2.45646,4.74336,9.88603,0.53843
4,6,100.48148,58.44068,0,1.78045,1.40171,2.43763,4.65155,9.53802,0.53843
4,7,101.22968,59.17600,0,2.30341,1.39593,2.44385,4.75435,10.07048,0.33334
4,8,100.49539,58.75954,0,2.27778,1.37694,2.34198,4.35435,8.67083,0.33333
4,9,100.47668,59.61827,0,2.12355,1.41423,2.47018,4.73785,9.77697,0.33333
4,10,99.80795,60.84944,0,2.50515,1.46443,2.65477,5.31006,11.46442,0.50000
4,11,99.32172,60.74245,0,2.42000,1.39762,2.40971,4.55107,9.22388,0.33333
4,12,99.66678,61.92887,0,2.55731,1.40362,2.48065,4.87837,10.45231,0.50000
4,13,99.63725,62.60933,0,2.65376,1.36501,2.30977,4.27079,8.45167,0.33333
4,14,99.51485,62.55151,0,2.60394,1.34134,2.23351,4.05598,7.86831,0.50000
4,15,99.22643,63.18277,0,1.82749,1.43304,2.57102,5.10888,10.99705,0.33613
4,16,99.06966,61.63134,0,1.92525,1.48198,2.72300,5.52498,12.09647,0.33521
4,17,99.29842,59.85084,0,2.11507,1.41410,2.49498,4.85264,10.18168,0.33333
4,18,98.43443,59.43040,0,2.02602,1.42213,2.50946,4.86857,10.17175,0.33335
4,19,98.28522,59.70773,0,2.41506,1.40483,2.43780,4.63960,9.48742,0.52097
4,20,98.62446,60.41767,0,2.54412,1.39454,2.41639,4.60433,9.45347,0.50430
4,21,98.92263,58.91632,0,2.20906,1.49372,2.79161,5.79290,13.01744,0.59310
4,22,98.24155,58.52303,0,2.29418,1.36404,2.32331,4.34986,8.77332,0.50000
4,23,98.13635,59.12534,0,2.42335,1.38346,2.40099,4.61788,9.64031,0.50000
5,7,63.26265,155.69647,0,2.23874,1.51144,2.89727,6.23066,14.61170,0.33334
5,8,63.36668,155.64651,0,2.95906,1.56744,3.05771,6.62887,15.54465,0.33374
5,9,63.12210,156.98911,0,2.62905,1.53948,2.97848,6.41763,14.97220,0.33333
5,10,62.02228,157.24080,0,3.31870,1.58293,3.10268,6.72420,15.69196,0.50000
5,11,61.12702,157.98701,0,2.55309,1.57392,3.05492,6.54043,15.05329,0.33333
5,12,60.41827,157.33994,0,2.96703,1.62145,3.20692,6.96051,16.16916,0.50000
5,13,58.30941,155.01848,0,2.19784,1.53309,2.96796,6.41907,15.08553,0.33333
5,14,59.14565,157.05972,0,2.52727,1.57420,3.06179,6.58405,15.25406,0.50000
5,15,59.61385,156.63763,0,3.08432,1.64186,3.27293,7.16258,16.78252,0.33333
5,16,59.03170,155.39619,0,2.32046,1.47726,2.74488,5.66375,12.65160,0.33347
5,17,59.82193,155.95302,0,3.20781,1.51034,2.89249,6.18775,14.37310,0.33333
