Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,0,107.49014,68.49124,0,2.84626,1.43109,2.52593,4.88580,10.14110,0.34162
1,1,107.80889,68.44286,0,2.45818,1.44923,2.60502,5.15776,11.00670,0.25332
2,0,186.32008,89.07933,0,2.78278,1.49485,2.79024,5.77664,12.94760,0.34162
2,1,187.16191,88.57306,0,2.86720,1.43588,2.55834,5.02025,10.62320,0.25005
2,2,187.83154,88.63342,0,5.32350,1.36455,2.32149,4.34126,8.74548,0.50000
2,3,187.92542,89.15451,0,5.88099,1.39719,2.44037,4.70662,9.81178,0.33333
2,4,187.88850,88.93417,0,5.35375,1.42724,2.53637,4.97334,10.52857,0.33333
2,5,188.16870,88.38064,0,4.88160,1.40112,2.45284,4.73934,9.89805,0.33333
2,6,187.90782,89.72602,0,4.82824,1.39476,2.42345,4.64443,9.61598,0.25000
2,7,187.93039,88.48401,0,4.65733,1.43140,2.56221,5.07885,10.90448,0.25000
2,8,188.21683,89.35472,0,5.18951,1.43006,2.54588,4.99610,10.57832,0.33333
2,9,188.68910,89.17052,0,5.24234,1.39943,2.44784,4.72881,9.88063,0.33333
2,10,188.47185,88.79135,0,5.11850,1.35304,2.27672,4.19725,8.31061,0.33333
2,11,188.22765,89.06194,0,4.72822,1.45459,2.63317,5.26691,11.37826,0.33333
2,12,187.62918,88.76633,0,4.30730,1.43744,2.58851,5.16503,11.16801,0.25000
2,13,187.20566,89.72478,0,4.30686,1.40503,2.44615,4.67690,9.61765,0.25000
2,14,187.29968,88.97387,0,3.08659,1.43678,2.59825,5.21437,11.33782,0.29627
2,15,187.43822,88.48151,0,3.73435,1.42640,2.52847,4.94896,10.47468,0.25000
2,16,187.62820,88.19504,0,4.01512,1.41803,2.50697,4.88715,10.28657,0.33335
2,17,187.85498,88.85004,0,4.13990,1.40772,2.47847,4.82851,10.18886,0.33477
2,18,187.50386,88.68153,0,3.17743,1.41813,2.50112,4.86001,10.19159,0.25000
2,19,187.45480,89.20992,0,3.00326,1.47338,2.68495,5.38386,11.61792,0.26778
3,0,193.63086,93.41049,0,4.31380,1.38973,2.41039,4.60601,9.50003,0.33333
3,1,194.52629,92.98238,0,3.36685,1.38433,2.40815,4.64374,9.72452,0.25000
3,2,194.74171,93.17674,0,4.11874,1.41739,2.50257,4.88457,10.32251,0.50000
3,3,194.08739,94.25864,0,3.82017,1.43891,2.58067,5.12110,11.00035,0.33333
3,4,193.38803,94.04971,0,3.24588,1.41739,2.49345,4.82741,10.07232,0.62536
3,5,192.43098,94.38719,0,2.99895,1.35963,2.29095,4.21954,8.32599,0.33342
3,6,193.01268,94.18895,0,2.50232,1.41107,2.51055,4.96364,10.65311,0.40003
3,7,192.50082,93.36845,0,1.97175,1.34047,2.24639,4.17641,8.47001,0.25000
4,4,105.43860,67.76251,0,3.19968,1.42173,2.51608,4.92455,10.43850,0.62536
4,5,106.64307,67.78625,0,3.31585,1.43504,2.54472,4.95634,10.37849,0.33342
4,6,106.31728,68.26666,0,2.82263,1.50069,2.75793,5.55827,12.01616,0.25252
4,7,104.90352,68.24558,0,2.60205,1.43284,2.56697,5.10356,11.01354,0.26290
