 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,2.288,17.459,0,2.844,1.342,2.242,4.096,8.017,0.216
2,1,1,2.170,17.270,0,2.769,1.336,2.221,4.029,7.815,0.137
3,2,0,71.561,62.200,0,3.065,1.281,2.056,3.604,6.770,0.091
4,2,1,72.285,61.807,0,2.900,1.274,2.043,3.608,6.896,0.146
5,3,0,61.126,73.914,0,2.817,1.335,2.268,4.296,8.895,0.225
6,3,1,60.790,73.616,0,3.114,1.302,2.112,3.736,7.065,0.135
7,3,2,60.644,73.710,0,2.986,1.333,2.197,3.956,7.629,0.175
8,3,3,62.205,73.443,0,3.382,1.234,1.951,3.431,6.635,0.128
9,3,4,62.653,72.484,0,2.670,1.267,2.037,3.611,6.946,0.093
10,3,5,63.389,73.401,0,2.855,1.397,2.467,4.846,10.365,0.207
11,3,6,63.726,72.783,0,3.592,1.488,2.749,5.611,12.357,0.113
12,3,7,64.219,72.358,0,3.568,1.603,3.191,7.019,16.595,0.111
13,3,8,64.000,73.593,0,3.936,1.509,2.839,5.914,13.305,0.132
14,3,9,62.781,74.767,0,3.616,1.478,2.694,5.404,11.663,0.116
15,3,10,62.789,74.710,0,3.699,1.519,2.849,5.901,13.180,0.097
16,3,11,62.454,74.746,0,4.659,1.451,2.594,5.092,10.742,0.100
17,4,0,24.628,81.946,0,3.658,1.494,2.786,5.759,12.870,0.125
18,4,1,24.411,81.407,0,3.897,1.433,2.536,4.924,10.274,0.125
19,5,0,75.165,101.339,0,4.025,1.543,2.948,6.230,14.197,0.083
20,5,1,75.000,100.747,0,3.417,1.441,2.607,5.241,11.438,0.125
21,5,2,74.682,100.347,0,4.043,1.419,2.511,4.914,10.417,0.128
22,6,1,41.315,19.725,0,3.573,1.356,2.309,4.340,8.822,0.125
23,6,2,41.574,20.386,0,3.942,1.339,2.246,4.161,8.357,0.127
24,6,3,41.733,20.482,0,3.795,1.464,2.671,5.397,11.807,0.129
25,6,4,42.660,20.461,0,3.320,1.336,2.250,4.215,8.631,0.080
26,7,1,35.909,41.106,0,3.004,1.474,2.721,5.558,12.270,0.127
