 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,97.665,5.920,0,3.620,1.411,2.508,4.966,10.709,0.111
2,1,1,97.825,5.527,0,3.985,1.382,2.395,4.592,9.554,0.109
3,1,2,97.796,5.838,0,3.269,1.448,2.638,5.356,11.835,0.212
4,1,3,97.554,6.560,0,3.273,1.470,2.718,5.601,12.538,0.125
5,1,4,97.449,6.773,0,3.173,1.439,2.600,5.222,11.380,0.111
6,1,5,97.824,5.544,0,3.248,1.431,2.581,5.174,11.262,0.084
7,1,6,97.361,5.619,0,4.051,1.516,2.849,5.920,13.265,0.148
8,1,7,97.662,5.539,0,4.098,1.489,2.785,5.810,13.176,0.100
9,1,8,97.677,5.688,0,4.168,1.521,2.863,5.944,13.289,0.091
10,1,9,97.195,5.628,0,4.076,1.435,2.559,5.026,10.621,0.077
11,1,10,97.725,5.529,0,3.680,1.371,2.346,4.405,8.887,0.091
12,1,11,98.041,5.445,0,3.441,1.401,2.501,4.996,10.912,0.084
13,1,12,98.164,5.545,0,3.362,1.429,2.567,5.122,11.096,0.091
14,1,13,97.964,5.806,0,3.076,1.496,2.808,5.872,13.316,0.160
15,1,14,96.457,6.462,0,3.886,1.471,2.707,5.523,12.197,0.111
16,1,15,96.772,7.085,0,3.266,1.351,2.314,4.402,9.107,0.305
17,1,16,96.844,6.748,0,3.870,1.322,2.185,3.961,7.725,0.128
18,1,17,97.355,6.174,0,4.326,1.459,2.643,5.288,11.416,0.277
19,1,18,97.599,6.391,0,4.798,1.332,2.208,4.001,7.770,0.125
20,1,19,97.206,6.571,0,5.594,1.322,2.187,3.965,7.733,0.125
21,1,20,97.209,6.363,0,5.086,1.358,2.284,4.192,8.227,0.125
22,1,21,97.743,6.357,0,5.318,1.477,2.717,5.526,12.146,0.111
23,1,22,98.990,6.249,0,4.105,1.460,2.706,5.622,12.767,0.125
24,2,0,55.273,13.127,0,2.296,1.266,2.021,3.538,6.671,0.136
25,2,1,55.815,13.756,0,2.796,1.349,2.292,4.320,8.857,0.179
26,2,2,56.077,14.205,0,3.308,1.344,2.297,4.373,9.085,0.113
27,3,0,50.440,17.762,0,3.490,1.295,2.101,3.725,7.081,0.111
28,3,1,50.701,17.705,0,3.614,1.351,2.266,4.149,8.122,0.097
29,3,2,51.060,17.917,0,2.937,1.346,2.287,4.293,8.710,0.117
30,3,3,51.144,18.457,0,3.161,1.281,2.078,3.721,7.231,0.174
31,3,4,51.101,17.973,0,3.148,1.390,2.453,4.823,10.331,0.111
32,3,5,51.282,18.401,0,3.020,1.296,2.108,3.756,7.192,0.088
33,3,6,52.219,18.288,0,2.650,1.284,2.096,3.786,7.435,0.160
34,3,7,51.643,18.044,0,3.093,1.442,2.613,5.267,11.546,0.102
35,3,8,50.915,18.442,0,3.014,1.400,2.478,4.871,10.403,0.196
36,3,9,50.702,17.679,0,3.036,1.374,2.350,4.423,8.986,0.128
37,3,10,51.283,18.595,0,3.015,1.395,2.452,4.804,10.273,0.110
38,3,11,51.467,18.314,0,2.573,1.358,2.331,4.465,9.359,0.167
39,3,12,51.238,18.520,0,2.992,1.306,2.180,4.067,8.343,0.146
40,3,13,51.418,19.087,0,2.924,1.376,2.447,4.914,10.879,0.196
41,4,0,28.453,33.167,0,2.833,1.272,2.038,3.569,6.701,0.111
42,4,1,28.210,32.430,0,3.708,1.278,2.054,3.622,6.875,0.097
43,4,2,28.355,32.136,0,2.519,1.329,2.218,4.092,8.196,0.287
44,4,3,28.102,31.821,0,2.995,1.367,2.354,4.482,9.243,0.195
45,5,0,24.891,69.624,0,2.851,1.438,2.589,5.173,11.216,0.112
46,5,1,24.844,69.270,0,3.576,1.556,2.980,6.288,14.264,0.091
47,6,0,52.484,84.362,0,4.773,1.441,2.552,4.946,10.273,0.111
48,6,1,52.969,84.642,0,4.026,1.441,2.569,5.043,10.661,0.109
49,6,2,53.653,84.592,0,4.553,1.416,2.470,4.732,9.752,0.111
50,6,3,53.482,84.281,0,4.329,1.443,2.592,5.140,11.010,0.125
51,6,4,53.211,84.518,0,3.672,1.444,2.579,5.075,10.763,0.083
52,6,5,52.680,85.134,0,3.435,1.571,3.035,6.466,14.821,0.083
53,6,6,53.660,84.409,0,4.077,1.553,2.941,6.105,13.572,0.148
54,7,1,68.612,92.757,0,2.989,1.350,2.283,4.263,8.625,0.153
55,7,2,69.576,92.292,0,2.694,1.334,2.249,4.200,8.526,0.222
56,8,1,42.041,107.609,0,3.122,1.312,2.180,4.012,8.028,0.114
57,8,2,41.537,106.455,0,2.507,1.329,2.206,4.021,7.900,0.272
58,9,2,80.835,22.158,0,2.614,1.351,2.317,4.420,9.192,0.253
59,9,3,81.294,21.584,0,3.018,1.329,2.209,4.018,7.832,0.245
60,9,4,80.959,21.179,0,2.835,1.404,2.482,4.869,10.358,0.113
61,9,5,80.557,22.229,0,2.521,1.404,2.471,4.814,10.159,0.130
62,10,3,24.493,69.072,0,3.977,1.466,2.672,5.390,11.758,0.125
63,10,4,24.371,68.179,0,3.773,1.568,3.034,6.486,14.934,0.083
64,11,4,56.258,13.923,0,2.605,1.331,2.239,4.159,8.365,0.124
65,11,5,56.526,14.074,0,3.582,1.424,2.527,4.942,10.422,0.084
66,11,6,56.752,13.193,0,3.339,1.333,2.215,4.030,7.863,0.091
67,11,7,57.325,12.952,0,4.027,1.324,2.249,4.284,8.989,0.100
68,11,8,58.316,12.686,0,2.933,1.319,2.194,4.034,8.038,0.105
69,11,9,58.158,12.498,0,3.280,1.407,2.458,4.732,9.826,0.079
70,11,10,56.906,12.390,0,3.466,1.483,2.748,5.647,12.559,0.091
71,11,11,57.658,12.502,0,3.151,1.390,2.408,4.592,9.438,0.088
72,11,12,56.664,13.285,0,4.127,1.337,2.231,4.082,8.031,0.091
73,11,13,56.645,13.727,0,3.893,1.281,2.064,3.656,7.007,0.100
74,11,14,57.436,13.600,0,3.585,1.325,2.196,3.994,7.821,0.111
75,11,15,57.850,13.270,0,3.556,1.346,2.281,4.282,8.734,0.116
76,11,16,56.759,13.128,0,3.659,1.341,2.247,4.138,8.215,0.186
77,11,17,57.641,13.199,0,2.889,1.289,2.094,3.745,7.237,0.265
78,12,4,54.078,49.934,0,2.494,1.382,2.444,4.840,10.480,0.220
79,12,5,53.793,51.513,0,2.331,1.319,2.201,4.055,8.079,0.182
80,12,6,53.592,52.745,0,3.312,1.462,2.654,5.311,11.447,0.091
81,12,7,53.017,53.116,0,2.729,1.449,2.643,5.343,11.694,0.101
82,12,8,53.534,53.396,0,1.833,1.136,1.653,2.630,4.531,0.091
83,13,4,68.924,93.132,0,2.414,1.368,2.373,4.564,9.509,0.195
84,13,5,68.607,93.383,0,2.534,1.345,2.240,4.072,7.925,0.243
85,13,6,68.786,93.503,0,2.949,1.348,2.257,4.135,8.122,0.092
86,13,7,68.730,93.438,0,2.940,1.380,2.366,4.461,9.064,0.102
87,13,8,68.840,93.135,0,2.749,1.351,2.286,4.264,8.596,0.104
88,13,9,68.601,93.271,0,2.886,1.360,2.304,4.277,8.521,0.236
89,13,10,68.640,92.952,0,3.153,1.352,2.300,4.307,8.700,0.149
90,13,11,68.668,93.325,0,3.350,1.314,2.173,3.958,7.792,0.084
91,14,5,27.426,31.429,0,2.589,1.358,2.276,4.158,8.113,0.205
92,14,6,27.698,31.242,0,2.469,1.338,2.251,4.174,8.367,0.131
93,15,6,66.436,101.227,0,2.644,1.325,2.188,3.950,7.645,0.171
94,15,7,66.634,101.256,0,2.303,1.274,2.059,3.674,7.121,0.111
95,16,8,88.395,13.142,0,2.327,1.268,2.013,3.495,6.514,0.138
96,16,9,89.097,13.457,0,2.826,1.259,2.002,3.496,6.592,0.150
97,16,10,88.195,13.321,0,2.426,1.291,2.112,3.824,7.538,0.094
98,16,11,87.634,13.787,0,2.417,1.330,2.211,4.028,7.877,0.174
99,17,8,62.498,17.967,0,2.533,1.257,1.994,3.463,6.467,0.163
