 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,59.345,1.911,0,2.920,1.526,2.883,6.013,13.483,0.059
2,1,1,60.253,2.643,0,2.759,1.645,3.343,7.504,18.081,0.067
3,1,2,63.227,3.513,0,2.879,1.546,2.945,6.177,13.917,0.110
4,2,0,160.598,3.909,0,3.077,1.327,2.210,4.072,8.158,0.143
5,2,1,160.700,3.805,0,2.957,1.330,2.221,4.080,8.082,0.068
6,2,2,160.863,3.800,0,2.346,1.346,2.289,4.311,8.812,0.152
7,2,3,160.791,3.793,0,2.660,1.338,2.256,4.202,8.488,0.208
8,2,4,160.346,5.081,0,3.867,1.366,2.346,4.469,9.262,0.062
9,2,5,160.174,5.510,0,2.431,1.405,2.465,4.782,10.038,0.099
10,3,0,112.679,17.506,0,2.683,1.272,2.039,3.595,6.847,0.079
11,3,1,112.581,17.306,0,2.230,1.331,2.221,4.082,8.107,0.217
12,3,2,112.391,17.475,0,2.628,1.277,2.056,3.641,6.981,0.076
13,3,3,112.792,17.656,0,2.090,1.255,1.988,3.447,6.418,0.082
14,3,4,112.826,17.179,0,2.231,1.284,2.107,3.817,7.497,0.128
15,3,5,112.520,17.116,0,2.602,1.309,2.145,3.851,7.435,0.124
16,4,0,98.683,28.443,0,3.264,1.278,2.042,3.565,6.670,0.073
17,4,1,99.747,28.843,0,2.293,1.267,2.051,3.681,7.206,0.151
18,4,2,99.132,29.525,0,3.549,1.297,2.119,3.821,7.468,0.056
19,5,0,135.295,38.373,0,3.713,1.424,2.495,4.779,9.797,0.059
20,5,1,135.165,38.571,0,3.931,1.405,2.470,4.805,10.133,0.068
21,5,2,135.518,38.371,0,3.760,1.461,2.656,5.357,11.721,0.068
22,5,3,134.839,38.078,0,3.343,1.367,2.345,4.442,9.091,0.065
23,5,4,134.302,38.786,0,2.453,1.417,2.513,4.920,10.402,0.108
24,5,5,134.152,38.364,0,3.225,1.404,2.466,4.803,10.149,0.062
25,5,6,134.072,38.486,0,3.323,1.410,2.499,4.907,10.443,0.056
26,5,7,133.980,38.506,0,3.459,1.432,2.547,4.993,10.548,0.085
27,5,8,134.186,38.269,0,2.991,1.357,2.338,4.490,9.432,0.108
28,5,9,134.429,38.367,0,3.290,1.363,2.300,4.241,8.364,0.059
29,5,10,134.335,38.523,0,3.101,1.389,2.425,4.703,9.926,0.076
30,5,11,134.161,38.335,0,3.642,1.310,2.159,3.922,7.707,0.067
31,5,12,134.190,38.861,0,3.273,1.482,2.740,5.616,12.458,0.063
32,5,13,134.052,39.295,0,4.002,1.429,2.553,5.045,10.783,0.068
33,5,14,134.114,38.487,0,2.936,1.389,2.413,4.627,9.595,0.078
34,5,15,134.457,38.911,0,3.186,1.380,2.407,4.687,9.977,0.072
35,5,16,134.491,38.575,0,3.776,1.328,2.210,4.046,8.002,0.071
36,5,17,134.734,38.066,0,3.530,1.355,2.355,4.583,9.779,0.085
37,5,18,135.072,38.269,0,3.841,1.451,2.614,5.188,11.097,0.078
38,5,19,135.068,38.473,0,3.336,1.496,2.787,5.749,12.828,0.147
39,5,20,134.900,38.423,0,2.953,1.408,2.502,4.932,10.548,0.115
40,5,21,134.805,37.868,0,3.677,1.407,2.507,4.978,10.766,0.067
41,5,22,134.633,38.177,0,3.763,1.387,2.412,4.643,9.694,0.071
42,5,23,134.365,38.491,0,3.433,1.420,2.509,4.896,10.331,0.064
43,5,24,134.466,38.634,0,3.183,1.338,2.293,4.390,9.212,0.098
44,5,25,134.715,38.689,0,3.377,1.348,2.305,4.389,9.122,0.121
45,5,26,134.576,38.706,0,3.310,1.380,2.414,4.708,10.024,0.059
46,5,27,134.964,38.419,0,3.843,1.564,3.020,6.439,14.786,0.115
47,5,28,134.213,37.627,0,3.359,1.359,2.304,4.289,8.586,0.133
48,5,29,134.068,37.607,0,3.460,1.399,2.470,4.861,10.435,0.080
49,5,30,134.076,38.083,0,3.755,1.491,2.795,5.836,13.220,0.059
50,5,31,134.047,38.647,0,3.741,1.452,2.635,5.291,11.490,0.077
51,5,32,134.567,38.606,0,4.130,1.393,2.425,4.672,9.759,0.077
52,5,33,134.565,38.405,0,3.972,1.438,2.572,5.075,10.822,0.077
53,5,34,134.605,38.010,0,3.017,1.415,2.544,5.125,11.291,0.068
54,5,35,134.021,38.355,0,3.394,1.473,2.692,5.425,11.783,0.058
55,5,36,134.442,38.448,0,3.715,1.391,2.403,4.559,9.305,0.062
56,5,37,134.671,38.527,0,3.495,1.356,2.321,4.414,9.156,0.092
57,5,38,133.884,38.381,0,3.592,1.524,2.871,5.964,13.345,0.059
58,5,39,133.672,38.875,0,4.044,1.395,2.426,4.649,9.610,0.059
59,5,40,133.375,38.204,0,4.256,1.427,2.509,4.838,10.009,0.057
60,5,41,133.672,38.741,0,3.787,1.437,2.576,5.108,10.971,0.062
61,5,42,133.465,38.722,0,4.371,1.343,2.248,4.120,8.103,0.083
62,5,43,133.329,38.577,0,4.582,1.313,2.155,3.866,7.437,0.059
63,5,44,133.186,38.693,0,4.842,1.383,2.396,4.585,9.496,0.053
64,5,45,133.055,39.537,0,4.995,1.383,2.393,4.572,9.440,0.068
65,5,46,133.385,39.421,0,4.449,1.350,2.286,4.271,8.645,0.067
66,5,47,133.380,39.578,0,4.231,1.355,2.281,4.210,8.353,0.063
67,5,48,133.548,39.266,0,4.253,1.334,2.241,4.158,8.357,0.057
68,5,49,133.411,39.415,0,3.870,1.379,2.337,4.321,8.536,0.083
69,5,50,133.551,39.348,0,4.241,1.326,2.179,3.897,7.438,0.063
70,5,51,133.809,39.534,0,4.798,1.408,2.460,4.735,9.840,0.056
71,5,52,133.245,39.648,0,5.129,1.339,2.257,4.205,8.497,0.067
