Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
11,0,301.908,272.869,0,1.107,1.398,2.484,4.925,10.646,0.028
11,1,301.777,273.736,0,1.252,1.26,2.022,3.598,6.994,0.045
11,2,301.264,273.727,0,1.19,1.194,1.81,3.004,5.38,0.022
11,3,300.358,273.937,0,1.046,1.292,2.153,4.029,8.302,0.022
15,0,291.401,275.322,0,1.19,1.284,2.055,3.598,6.763,0.033
15,1,291.415,275.036,0,1.114,1.368,2.392,4.706,10.178,0.043
15,2,291.633,274.698,0,1.529,1.403,2.498,4.95,10.65,0.06
21,0,324.083,279.461,0,1.802,1.479,2.726,5.557,12.236,0.029
21,1,324.912,277.714,0,1.449,1.55,2.963,6.262,14.27,0.027
22,0,346.825,279.716,0,1.692,1.318,2.163,3.873,7.403,0.034
22,1,347.062,280.309,0,1.509,1.286,2.102,3.769,7.266,0.033
22,2,346.634,281.035,0,1.741,1.342,2.263,4.215,8.5,0.053
22,3,346.645,280.198,0,1.545,1.459,2.669,5.433,12.03,0.046
22,4,345.539,277.433,0,2.522,1.533,2.902,6.056,13.59,0.012
22,5,344.436,276.527,0,3.482,1.465,2.663,5.344,11.58,0.006
22,6,344.84,277.063,0,3.245,1.423,2.528,4.974,10.602,0.011
22,7,344.395,276.603,0,3.636,1.334,2.222,4.053,7.93,0.005
22,8,344.479,276.349,0,3.139,1.359,2.316,4.359,8.891,0.006
22,9,345.419,276.575,0,2.362,1.4,2.433,4.648,9.563,0.018
22,10,345.553,276.783,0,2.099,1.641,3.315,7.371,17.566,0.009
22,11,346.436,278.068,0,1.435,1.405,2.483,4.861,10.303,0.06
23,0,302.39,280.881,0,1.949,1.393,2.41,4.583,9.386,0.036
23,1,303.632,280.106,0,1.943,1.387,2.402,4.585,9.447,0.047
23,2,304.907,279.92,0,2.054,1.401,2.471,4.827,10.219,0.048
23,3,305.105,280.456,0,1.972,1.367,2.405,4.74,10.228,0.029
23,4,304.874,279.731,0,1.183,1.47,2.75,5.773,13.235,0.033
23,5,304.484,279.438,0,1.625,1.523,2.909,6.197,14.34,0.027
23,6,303.1,277.773,0,1.173,1.38,2.41,4.701,10.025,0.04
23,7,302.078,277.375,0,1.881,1.573,3.032,6.433,14.647,0.016
23,8,301.58,276.436,0,2.024,1.625,3.202,6.898,15.855,0.016
23,9,304.66,278.834,0,1.812,1.644,3.323,7.387,17.594,0.006
23,10,305.247,279.696,0,2.094,1.424,2.559,5.129,11.212,0.039
23,11,305.392,278.846,0,2.07,1.464,2.631,5.202,11.085,0.044
23,12,305.785,278.089,0,1.905,1.502,2.8,5.783,12.918,0.029
23,13,306.017,278.601,0,1.464,1.475,2.735,5.606,12.399,0.04
23,14,306.306,279.184,0,1.448,1.417,2.532,5.014,10.757,0.048
24,0,288.04,281.738,0,1.483,1.495,2.863,6.134,14.267,0.061
24,1,287.634,281.736,0,2.125,1.491,2.8,5.839,13.162,0.026
24,2,287.461,280.945,0,1.72,1.41,2.54,5.127,11.325,0.066
24,3,287.618,280.101,0,1.828,1.332,2.252,4.209,8.527,0.034
24,4,287.166,280.691,0,1.19,1.262,2.036,3.643,7.106,0.046
24,5,287.525,280.031,0,1.761,1.379,2.393,4.57,9.401,0.038
24,6,287.172,280.955,0,1.253,1.423,2.564,5.129,11.124,0.046
25,0,357.277,281.241,0,1.584,1.319,2.277,4.445,9.599,0.048
25,1,357.739,281.018,0,1.924,1.426,2.575,5.139,11.074,0.032
25,2,358.149,280.995,0,2.024,1.416,2.571,5.221,11.555,0.051
25,3,357.57,280.893,0,2.113,1.457,2.69,5.555,12.507,0.025
25,4,356.429,281.581,0,2.148,1.476,2.71,5.517,12.163,0.022
25,5,357.323,281.032,0,2.168,1.405,2.487,4.86,10.253,0.039
25,6,357.5,280.891,0,1.872,1.511,2.9,6.226,14.555,0.014
25,7,357.44,282.271,0,1.422,1.448,2.706,5.701,13.155,0.048
25,8,357.566,281.048,0,1.416,1.473,2.763,5.811,13.322,0.028
25,9,357.678,281.123,0,1.363,1.527,2.926,6.222,14.298,0.034
25,10,358.003,281.344,0,1.314,1.434,2.642,5.465,12.337,0.045
25,11,358.371,281.761,0,1.904,1.586,3.158,6.984,16.646,0.016
25,12,357.791,282.247,0,1.843,1.601,3.164,6.896,16.14,0.02
25,13,357.595,282.089,0,1.629,1.597,3.202,7.149,17.244,0.01
25,14,357.627,282.227,0,2.361,1.358,2.353,4.571,9.749,0.034
25,15,357.655,281.69,0,2.678,1.468,2.669,5.336,11.473,0.01
25,16,356.347,282.701,0,2.25,1.568,3.005,6.314,14.204,0.015
25,17,356.404,282.645,0,2.398,1.54,2.904,5.987,13.182,0.014
25,18,357.199,282.744,0,1.895,1.449,2.642,5.352,11.759,0.062
27,0,267.09,282.517,0,1.266,1.33,2.228,4.108,8.164,0.033
27,1,265.634,282.553,0,1.674,1.325,2.188,3.952,7.646,0.046
27,2,264.21,282.94,0,1.499,1.319,2.198,4.028,7.955,0.05
27,3,263.763,284.145,0,1.711,1.324,2.221,4.12,8.292,0.055
27,4,263.64,284.369,0,1.377,1.339,2.267,4.258,8.704,0.055
27,5,263.607,284.924,0,1.85,1.298,2.149,3.95,7.914,0.039
27,6,265.151,285.272,0,1.675,1.485,2.742,5.614,12.449,0.039
27,7,264.719,284.756,0,1.825,1.442,2.626,5.338,11.832,0.035
27,8,264.521,284.422,0,1.399,1.55,2.968,6.26,14.184,0.022
28,0,372.324,282.697,0,1.148,1.499,2.896,6.299,14.943,0.015
28,1,370.426,278.385,0,1.345,1.492,2.731,5.49,11.837,0.037
31,0,283.996,284.883,0,1.464,1.505,2.952,6.558,15.954,0.053
31,1,285.629,284.016,0,1.611,1.663,3.347,7.371,17.297,0.006
31,2,285.453,285.128,0,1.385,1.399,2.476,4.889,10.52,0.058
36,0,324.749,286.439,0,1.564,1.427,2.607,5.335,11.893,0.04
36,1,325.308,285.768,0,2.243,1.431,2.57,5.142,11.186,0.019
36,2,326.33,285.366,0,2.503,1.484,2.729,5.532,12.071,0.01
36,3,325.954,285.497,0,2.359,1.391,2.429,4.679,9.727,0.025
36,4,324.889,285.839,0,2.0,1.323,2.244,4.239,8.75,0.034
36,5,324.552,286.802,0,2.772,1.577,3.063,6.559,15.08,0.014
36,6,325.262,285.844,0,2.215,1.383,2.429,4.759,10.173,0.018
36,7,326.114,284.796,0,2.721,1.468,2.684,5.417,11.771,0.015
36,8,325.401,284.726,0,1.996,1.511,2.872,6.067,13.879,0.021
36,9,325.715,284.658,0,2.474,1.608,3.174,6.89,16.034,0.008
36,10,326.521,284.257,0,3.025,1.499,2.802,5.807,13.017,0.006
36,11,327.175,284.389,0,3.208,1.321,2.222,4.159,8.506,0.007
36,12,326.221,284.955,0,3.22,1.432,2.557,5.047,10.764,0.009
36,13,325.625,285.135,0,1.634,1.433,2.598,5.249,11.535,0.046
36,14,324.97,286.806,0,1.351,1.478,2.79,5.892,13.52,0.034
37,0,352.939,286.389,0,1.838,1.368,2.373,4.576,9.614,0.057
37,1,352.735,287.277,0,1.819,1.358,2.327,4.419,9.105,0.048
37,2,352.981,287.467,0,1.804,1.485,2.752,5.673,12.695,0.044
37,3,352.353,287.282,0,1.709,1.31,2.172,3.981,7.913,0.052
37,4,351.638,287.523,0,1.467,1.246,1.963,3.401,6.376,0.017
42,0,282.738,288.392,0,1.521,1.309,2.252,4.419,9.67,0.044
42,1,282.126,288.776,0,1.858,1.363,2.398,4.746,10.318,0.051
42,2,282.037,289.494,0,1.61,1.381,2.475,5.017,11.222,0.066
42,3,280.039,289.698,0,1.755,1.394,2.516,5.132,11.533,0.044
42,4,280.035,290.474,0,2.0,1.451,2.627,5.255,11.356,0.021
42,5,281.004,290.673,0,1.519,1.433,2.59,5.223,11.471,0.031
42,6,281.321,291.081,0,1.346,1.326,2.191,3.991,7.86,0.049
42,7,281.09,292.118,0,1.173,1.211,1.857,3.122,5.672,0.017
42,8,280.638,292.032,0,1.331,1.332,2.266,4.261,8.679,0.042
43,0,299.639,288.419,0,2.529,1.411,2.471,4.75,9.807,0.019
43,1,299.319,287.659,0,1.749,1.483,2.774,5.814,13.298,0.027
43,2,298.355,286.309,0,1.355,1.333,2.248,4.197,8.51,0.056
43,3,297.529,285.593,0,1.522,1.381,2.458,4.923,10.82,0.063
43,4,297.839,285.641,0,1.682,1.389,2.444,4.797,10.263,0.062
43,5,297.903,284.789,0,2.585,1.412,2.501,4.909,10.456,0.012
43,6,297.564,284.548,0,1.683,1.392,2.444,4.781,10.201,0.056
43,7,297.863,284.842,0,1.822,1.394,2.418,4.62,9.53,0.046
43,8,298.41,284.23,0,1.316,1.438,2.583,5.126,10.974,0.056
43,9,298.074,284.732,0,2.081,1.48,2.743,5.626,12.458,0.03
45,0,272.439,289.569,0,1.851,1.383,2.379,4.501,9.185,0.055
45,1,273.345,289.547,0,1.309,1.321,2.175,3.934,7.676,0.046
45,2,273.973,290.562,0,1.491,1.357,2.381,4.704,10.235,0.066
45,3,273.448,290.528,0,1.801,1.489,2.754,5.654,12.586,0.042
45,4,272.775,290.806,0,1.721,1.399,2.455,4.756,9.954,0.059
45,5,272.266,290.271,0,1.938,1.312,2.155,3.88,7.508,0.038
45,6,271.496,290.882,0,1.308,1.382,2.421,4.699,9.882,0.064
45,7,272.585,290.385,0,1.527,1.419,2.528,5.002,10.724,0.039
52,0,246.861,293.964,0,3.079,1.548,3.009,6.507,15.229,0.006
52,1,247.216,293.765,0,2.232,1.534,2.949,6.325,14.741,0.012
52,2,246.667,292.824,0,1.873,1.288,2.134,3.999,8.344,0.018
52,3,245.864,292.965,0,1.778,1.379,2.41,4.667,9.793,0.047
52,4,245.755,294.337,0,2.747,1.56,2.951,6.116,13.57,0.011
