Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
31,0,212.443,222.883,0,3.04,1.334,2.235,4.119,8.184,0.018
31,1,212.259,222.402,0,2.466,1.428,2.557,5.077,10.926,0.047
31,2,212.362,223.17,0,2.388,1.411,2.489,4.843,10.167,0.062
31,3,212.255,223.892,0,3.055,1.331,2.248,4.239,8.763,0.016
31,4,212.825,223.363,0,2.857,1.359,2.327,4.402,9.013,0.024
31,5,211.843,223.599,0,2.303,1.283,2.082,3.7,7.052,0.062
31,6,211.971,223.539,0,2.517,1.31,2.207,4.16,8.609,0.039
31,7,212.746,222.754,0,2.444,1.29,2.108,3.786,7.328,0.027
31,8,213.046,221.879,0,2.003,1.287,2.111,3.844,7.631,0.069
31,9,212.642,221.859,0,2.39,1.357,2.31,4.345,8.862,0.074
31,10,213.038,222.611,0,2.424,1.399,2.471,4.855,10.368,0.055
31,11,213.377,222.695,0,1.985,1.283,2.094,3.785,7.448,0.105
31,12,213.698,222.695,0,1.967,1.312,2.178,3.99,7.913,0.114
31,13,213.301,223.146,0,1.714,1.272,2.023,3.518,6.575,0.052
31,14,213.141,224.185,0,2.049,1.39,2.45,4.803,10.238,0.069
31,15,213.25,224.708,0,2.04,1.276,2.077,3.771,7.516,0.059
35,0,252.526,228.83,0,2.8,1.397,2.416,4.573,9.276,0.035
35,1,252.238,228.749,0,2.409,1.365,2.321,4.326,8.655,0.044
35,2,251.946,230.435,0,2.277,1.503,2.855,6.062,14.002,0.024
36,0,235.833,237.65,0,2.226,1.256,2.006,3.533,6.757,0.046
36,1,235.547,237.311,0,2.155,1.197,1.816,3.015,5.4,0.009
36,2,235.888,237.233,0,2.758,1.372,2.362,4.497,9.273,0.058
36,3,236.4,236.938,0,2.113,1.496,2.812,5.868,13.263,0.01
39,0,288.466,245.656,0,2.947,1.436,2.57,5.085,10.88,0.021
39,1,289.106,245.119,0,2.419,1.487,2.781,5.778,12.991,0.043
40,0,229.155,251.946,0,2.819,1.504,2.822,5.865,13.152,0.02
40,1,229.142,252.183,0,2.424,1.488,2.749,5.606,12.313,0.044
41,0,252.696,258.93,0,2.583,1.472,2.692,5.428,11.782,0.026
41,1,252.75,258.587,0,3.818,1.402,2.465,4.791,10.083,0.015
41,2,253.694,258.457,0,4.287,1.394,2.456,4.827,10.363,0.009
41,3,254.029,258.299,0,4.125,1.521,2.876,6.046,13.775,0.009
41,4,252.647,257.859,0,3.166,1.662,3.379,7.547,18.033,0.008
41,5,254.418,258.342,0,3.026,1.582,3.109,6.783,15.998,0.01
41,6,252.714,258.586,0,2.35,1.623,3.322,7.584,18.714,0.012
41,7,251.457,258.149,0,2.09,1.503,2.875,6.17,14.444,0.021
43,0,291.706,260.804,0,2.388,1.467,2.77,5.895,13.725,0.032
43,1,292.502,260.848,0,3.429,1.571,3.017,6.388,14.564,0.014
43,2,290.658,260.241,0,2.516,1.421,2.551,5.125,11.26,0.037
43,3,290.573,259.994,0,2.317,1.368,2.375,4.586,9.64,0.058
44,0,254.422,266.329,0,3.512,1.634,3.237,7.043,16.429,0.012
44,1,253.93,266.318,0,3.781,1.409,2.483,4.837,10.196,0.016
44,2,254.014,266.287,0,3.582,1.612,3.173,6.853,15.838,0.008
44,3,254.623,267.212,0,3.103,1.616,3.162,6.783,15.582,0.016
44,4,254.882,266.639,0,4.322,1.595,3.135,6.792,15.809,0.007
44,5,254.66,265.893,0,4.542,1.527,2.911,6.18,14.23,0.008
44,6,254.495,266.322,0,4.394,1.483,2.74,5.606,12.399,0.007
44,7,254.592,266.483,0,3.892,1.523,2.901,6.13,14.012,0.008
44,8,254.26,266.23,0,4.05,1.494,2.772,5.689,12.612,0.008
44,9,254.601,265.994,0,2.572,1.586,3.11,6.755,15.814,0.018
44,10,254.752,265.821,0,2.69,1.631,3.289,7.325,17.51,0.007
45,0,313.11,269.592,0,4.476,1.39,2.432,4.72,9.954,0.007
45,1,313.613,269.814,0,5.166,1.43,2.544,4.994,10.584,0.008
45,2,313.816,270.151,0,4.456,1.388,2.394,4.535,9.24,0.009
45,3,313.23,270.113,0,4.302,1.397,2.433,4.671,9.684,0.008
45,4,313.297,269.466,0,4.042,1.324,2.233,4.207,8.701,0.009
45,5,312.667,269.216,0,4.618,1.333,2.228,4.116,8.252,0.008
45,6,312.749,269.201,0,5.111,1.443,2.566,5.005,10.48,0.007
45,7,313.95,269.337,0,2.711,1.616,3.226,7.12,16.915,0.017
45,8,312.562,268.506,0,3.192,1.639,3.257,7.097,16.557,0.011
45,9,312.852,268.54,0,3.344,1.479,2.727,5.589,12.436,0.007
45,10,313.814,268.657,0,3.149,1.46,2.709,5.648,12.883,0.012
45,11,313.954,268.838,0,2.596,1.434,2.615,5.359,12.025,0.03
45,12,315.736,272.288,0,2.235,1.542,2.989,6.438,14.994,0.02
46,0,236.015,272.492,0,2.269,1.561,3.031,6.502,15.014,0.018
46,1,235.448,272.772,0,1.86,1.352,2.303,4.357,8.982,0.062
49,0,213.503,276.76,0,3.698,1.437,2.56,5.01,10.538,0.008
49,1,213.448,277.052,0,2.685,1.413,2.537,5.094,11.178,0.054
49,2,213.764,277.153,0,3.635,1.415,2.493,4.843,10.149,0.011
49,3,213.826,277.031,0,3.329,1.461,2.66,5.351,11.617,0.011
49,4,213.711,277.111,0,2.973,1.491,2.748,5.594,12.291,0.024
49,5,213.568,277.304,0,3.267,1.405,2.462,4.738,9.811,0.019
49,6,213.79,277.191,0,2.802,1.483,2.734,5.58,12.314,0.03
49,7,213.9,276.799,0,2.563,1.433,2.557,5.02,10.605,0.015
49,8,213.656,276.858,0,3.205,1.371,2.339,4.383,8.842,0.033
49,9,213.488,276.841,0,2.62,1.496,2.777,5.694,12.591,0.02
49,10,213.419,276.786,0,2.834,1.359,2.315,4.339,8.776,0.038
49,11,213.216,276.793,0,3.148,1.39,2.402,4.571,9.378,0.016
49,12,213.223,276.637,0,2.706,1.356,2.307,4.342,8.872,0.038
49,13,213.512,276.604,0,2.931,1.403,2.448,4.689,9.661,0.029
49,14,213.327,276.884,0,2.726,1.362,2.334,4.404,8.966,0.063
49,15,213.12,276.913,0,2.369,1.444,2.587,5.099,10.816,0.048
49,16,213.315,276.721,0,2.376,1.419,2.505,4.867,10.176,0.076
49,17,213.292,276.996,0,2.431,1.487,2.748,5.59,12.237,0.023
50,0,264.603,278.52,0,1.989,1.286,2.14,4.025,8.422,0.072
50,1,264.902,278.363,0,1.599,1.306,2.226,4.319,9.354,0.012
50,2,265.228,278.428,0,1.944,1.373,2.346,4.407,8.924,0.077
53,0,247.703,286.626,0,1.851,1.34,2.297,4.408,9.287,0.056
53,1,249.096,286.523,0,1.84,1.313,2.159,3.884,7.494,0.059
53,2,248.538,286.355,0,2.141,1.287,2.091,3.75,7.308,0.093
53,3,248.93,286.548,0,1.756,1.344,2.355,4.683,10.334,0.043
55,0,262.844,287.779,0,3.099,1.485,2.789,5.843,13.311,0.028
