Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
14,0,270.049,185.781,0,2.328,1.524,2.89,6.077,13.825,0.02
14,1,269.359,186.965,0,2.032,1.532,2.922,6.187,14.178,0.027
14,2,269.99,187.683,0,1.641,1.534,2.904,6.068,13.653,0.038
14,3,269.678,189.193,0,1.783,1.519,2.905,6.197,14.348,0.049
14,4,269.568,189.504,0,1.841,1.64,3.224,6.943,15.991,0.031
14,5,269.516,189.72,0,1.906,1.513,2.858,5.991,13.591,0.03
14,6,269.333,189.236,0,2.344,1.524,2.871,5.97,13.369,0.017
14,7,268.638,188.828,0,3.048,1.492,2.771,5.702,12.68,0.019
14,8,269.505,189.133,0,3.359,1.456,2.633,5.256,11.316,0.009
14,9,269.334,189.113,0,3.373,1.446,2.604,5.197,11.246,0.013
14,10,269.207,188.951,0,2.68,1.523,2.939,6.351,14.917,0.017
14,11,268.35,187.664,0,3.049,1.678,3.44,7.765,18.794,0.008
14,12,268.067,186.451,0,2.923,1.551,2.989,6.367,14.618,0.013
14,13,268.092,186.372,0,2.896,1.38,2.407,4.656,9.774,0.009
14,14,268.349,186.37,0,2.515,1.461,2.685,5.493,12.213,0.016
14,15,269.292,184.738,0,2.109,1.675,3.481,7.987,19.631,0.015
14,16,269.187,184.759,0,2.628,1.45,2.667,5.501,12.404,0.01
14,17,267.827,184.565,0,2.329,1.629,3.238,7.077,16.574,0.01
14,18,268.522,184.507,0,1.953,1.641,3.3,7.326,17.464,0.01
14,19,268.344,187.598,0,2.234,1.496,2.807,5.873,13.353,0.016
14,20,269.233,189.571,0,2.023,1.624,3.281,7.342,17.69,0.01
14,21,269.661,188.429,0,1.944,1.47,2.738,5.711,13.004,0.027
14,22,268.245,192.999,0,1.248,1.43,2.65,5.532,12.658,0.016
14,23,268.037,193.223,0,1.471,1.434,2.587,5.187,11.299,0.061
15,0,285.158,187.0,0,3.206,1.558,3.016,6.477,15.035,0.012
15,1,284.478,186.035,0,2.87,1.52,2.887,6.108,14.028,0.011
15,2,284.946,186.754,0,3.277,1.599,3.146,6.831,15.966,0.009
15,3,283.535,189.577,0,2.598,1.643,3.331,7.409,17.572,0.012
16,0,260.269,188.189,0,3.213,1.509,2.829,5.878,13.21,0.018
16,1,259.324,188.255,0,3.916,1.497,2.787,5.75,12.85,0.009
16,2,259.704,188.127,0,4.327,1.491,2.801,5.867,13.359,0.008
16,3,260.498,188.254,0,3.054,1.556,3.017,6.504,15.185,0.009
16,4,258.558,188.469,0,2.159,1.611,3.19,6.97,16.38,0.018
16,5,259.386,189.183,0,2.61,1.52,2.888,6.106,14.001,0.019
16,6,257.725,189.321,0,3.027,1.596,3.113,6.702,15.534,0.009
16,7,258.079,189.404,0,3.003,1.502,2.807,5.814,13.033,0.022
16,8,257.826,189.472,0,3.188,1.516,2.862,5.992,13.582,0.009
16,9,257.882,190.139,0,3.877,1.431,2.571,5.122,11.056,0.009
16,10,258.324,190.353,0,4.154,1.39,2.42,4.655,9.679,0.01
16,11,258.619,190.463,0,2.098,1.451,2.652,5.383,11.844,0.033
16,12,258.54,190.537,0,2.251,1.499,2.803,5.824,13.108,0.028
16,13,258.596,188.479,0,3.297,1.343,2.245,4.118,8.126,0.009
16,14,258.19,188.392,0,3.914,1.455,2.626,5.238,11.301,0.009
16,15,258.17,189.953,0,3.227,1.52,2.923,6.294,14.75,0.009
16,16,258.218,187.838,0,2.322,1.518,2.887,6.134,14.193,0.014
16,17,258.269,188.431,0,2.738,1.483,2.739,5.623,12.541,0.013
16,18,256.634,187.831,0,1.624,1.571,3.051,6.584,15.327,0.028
16,19,259.095,189.384,0,1.881,1.545,2.987,6.393,14.722,0.022
16,20,260.328,190.501,0,2.505,1.538,3.012,6.611,15.776,0.016
16,21,260.659,193.987,0,1.874,1.528,2.896,6.085,13.821,0.023
16,22,262.002,193.465,0,2.317,1.308,2.179,4.031,8.122,0.024
16,23,260.725,193.791,0,2.786,1.4,2.444,4.698,9.732,0.012
16,24,261.269,193.463,0,1.959,1.499,2.809,5.842,13.137,0.03
16,25,261.25,193.72,0,1.627,1.454,2.696,5.594,12.63,0.052
16,26,261.026,194.116,0,2.333,1.476,2.747,5.703,12.876,0.011
16,27,261.266,194.175,0,2.258,1.366,2.35,4.465,9.184,0.027
16,28,261.141,194.068,0,2.466,1.386,2.431,4.743,10.084,0.023
16,29,261.635,193.502,0,1.673,1.348,2.338,4.57,9.867,0.071
16,30,261.347,193.614,0,2.498,1.409,2.563,5.284,12.024,0.024
18,0,260.085,197.78,0,1.571,1.484,2.737,5.582,12.298,0.054
18,1,259.78,197.41,0,1.483,1.329,2.232,4.167,8.494,0.091
18,2,259.725,197.42,0,1.374,1.316,2.185,4.041,8.18,0.078
18,3,259.973,195.914,0,1.756,1.433,2.622,5.372,11.999,0.062
18,4,260.379,195.914,0,1.598,1.482,2.785,5.848,13.349,0.04
19,0,254.14,198.43,0,2.06,1.275,2.066,3.719,7.313,0.014
19,1,253.715,199.001,0,2.314,1.296,2.115,3.795,7.34,0.015
19,2,253.234,198.381,0,1.813,1.26,2.074,3.87,8.06,0.018
19,3,252.473,196.564,0,2.606,1.435,2.588,5.201,11.397,0.011
19,4,252.548,197.305,0,2.476,1.463,2.677,5.436,11.978,0.012
19,5,251.578,196.43,0,1.886,1.651,3.344,7.463,17.856,0.015
19,6,250.623,196.208,0,3.062,1.455,2.657,5.398,11.913,0.015
19,7,250.667,196.528,0,2.729,1.513,2.876,6.083,13.939,0.011
19,8,251.042,197.316,0,1.968,1.602,3.187,7.022,16.659,0.015
19,9,251.114,197.291,0,2.127,1.497,2.792,5.811,13.176,0.042
19,10,250.633,196.406,0,2.818,1.311,2.16,3.908,7.626,0.01
19,11,250.206,196.303,0,1.984,1.461,2.665,5.396,11.848,0.042
19,12,250.119,197.221,0,2.376,1.42,2.546,5.081,11.038,0.022
19,13,249.843,196.985,0,2.575,1.391,2.441,4.767,10.136,0.012
19,14,250.756,197.306,0,2.26,1.46,2.657,5.358,11.705,0.011
19,15,250.843,197.606,0,2.117,1.53,2.926,6.23,14.373,0.018
19,16,252.303,198.505,0,1.953,1.641,3.266,7.125,16.622,0.016
19,17,252.984,194.557,0,1.404,1.341,2.271,4.269,8.747,0.099
19,18,254.524,194.355,0,1.507,1.403,2.51,5.031,11.033,0.068
19,19,256.713,193.857,0,1.177,1.239,2.062,3.913,8.295,0.049
19,20,256.321,194.864,0,0.974,1.236,1.999,3.654,7.448,0.032
20,0,266.686,202.706,0,2.629,1.592,3.101,6.66,15.398,0.009
20,1,266.738,202.763,0,2.405,1.634,3.238,7.028,16.292,0.011
20,2,267.743,202.929,0,2.528,1.554,2.966,6.244,14.153,0.021
20,3,268.459,203.535,0,1.646,1.595,3.148,6.858,16.055,0.047
20,4,268.37,202.262,0,2.284,1.618,3.183,6.872,15.89,0.02
20,5,267.15,202.624,0,3.108,1.558,2.99,6.326,14.4,0.009
20,6,267.292,201.897,0,2.644,1.707,3.528,7.979,19.253,0.01
20,7,268.107,202.439,0,1.923,1.709,3.561,8.146,19.91,0.01
20,8,265.716,202.132,0,2.792,1.504,2.815,5.837,13.081,0.011
20,9,266.073,202.335,0,2.614,1.6,3.157,6.892,16.214,0.009
20,10,268.292,203.339,0,1.7,1.543,2.965,6.322,14.564,0.015
20,11,268.228,203.969,0,1.599,1.525,2.982,6.517,15.462,0.018
20,12,268.991,203.693,0,1.755,1.426,2.593,5.279,11.747,0.06
20,13,269.35,204.106,0,1.585,1.398,2.476,4.882,10.488,0.091
20,14,268.712,203.782,0,1.134,1.358,2.387,4.749,10.452,0.068
20,15,270.715,203.169,0,1.349,1.464,2.763,5.853,13.521,0.07
20,16,271.195,202.598,0,1.503,1.467,2.676,5.403,11.806,0.074
20,17,269.356,203.223,0,2.047,1.662,3.377,7.583,18.322,0.01
20,18,269.527,199.854,0,1.339,1.237,2.046,3.903,8.448,0.074
21,0,276.552,201.456,0,1.773,1.439,2.665,5.574,12.819,0.057
21,1,274.668,197.395,0,2.53,1.588,3.068,6.499,14.734,0.017
21,2,274.56,196.81,0,1.565,1.496,2.844,6.045,13.96,0.042
21,3,275.39,196.572,0,2.195,1.475,2.781,5.876,13.537,0.02
21,4,275.665,196.199,0,2.404,1.532,2.893,6.016,13.463,0.018
21,5,276.326,196.409,0,2.722,1.574,3.03,6.416,14.59,0.012
21,6,275.368,196.406,0,3.31,1.496,2.745,5.53,11.962,0.009
21,7,275.062,197.182,0,3.963,1.419,2.509,4.889,10.274,0.009
21,8,274.661,197.696,0,2.89,1.456,2.64,5.301,11.533,0.011
21,9,275.24,198.128,0,3.479,1.459,2.646,5.307,11.506,0.013
21,10,274.515,198.395,0,3.396,1.447,2.629,5.318,11.709,0.01
21,11,274.439,198.378,0,2.657,1.331,2.241,4.187,8.53,0.011
21,12,275.141,198.498,0,1.572,1.557,3.017,6.499,15.163,0.039
22,0,288.203,201.936,0,1.582,1.378,2.411,4.709,10.048,0.092
22,1,287.614,201.428,0,3.566,1.487,2.739,5.576,12.269,0.009
22,2,285.746,201.058,0,3.072,1.644,3.3,7.283,17.211,0.009
22,3,285.804,201.996,0,2.459,1.63,3.288,7.332,17.564,0.012
22,4,288.182,202.648,0,1.528,1.623,3.292,7.376,17.765,0.012
22,5,288.126,202.548,0,2.876,1.529,2.889,6.019,13.508,0.011
22,6,289.145,203.288,0,2.549,1.467,2.719,5.631,12.707,0.016
22,7,290.204,200.836,0,1.549,1.63,3.329,7.541,18.389,0.009
22,8,289.208,202.553,0,2.767,1.584,3.116,6.801,16.029,0.009
22,9,289.253,202.582,0,2.766,1.419,2.546,5.089,11.074,0.025
22,10,287.596,201.924,0,2.28,1.727,3.619,8.308,20.357,0.01
22,11,286.743,201.256,0,2.347,1.594,3.129,6.828,16.13,0.017
