Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,0,100.80661,181.69760,0,6.91403,1.42865,2.52563,4.90452,10.23992,1.00000
1,1,99.40885,181.99489,0,4.60362,1.43046,2.55352,5.04292,10.77904,0.33333
1,2,98.34450,181.90265,0,4.05059,1.43069,2.54152,4.97277,10.48942,0.33346
1,3,99.25229,181.52002,0,4.15981,1.37294,2.34895,4.42275,8.98822,0.50000
1,4,97.95716,181.13440,0,2.17844,1.47011,2.69442,5.46678,11.99642,0.33333
2,1,35.50050,59.91240,0,2.87385,1.55220,2.99153,6.37731,14.65448,0.33333
2,2,34.65961,60.66512,0,3.76788,1.50969,2.82109,5.81464,12.91186,0.33346
2,3,34.26832,60.28271,0,2.79112,1.48230,2.72346,5.52588,12.10400,0.50000
2,4,34.00600,60.40834,0,3.29502,1.51193,2.84131,5.90713,13.26078,0.33333
2,5,33.69336,59.35922,0,5.41317,1.46165,2.63506,5.21724,11.10041,0.50000
3,4,73.80741,85.58718,0,3.01880,1.65609,3.31987,7.28737,17.08874,0.33333
3,5,74.38229,87.93150,0,2.92849,1.54596,2.96979,6.31315,14.46662,0.50000
3,6,72.71914,85.24841,0,2.96576,1.54324,2.93541,6.15327,13.87770,0.33333
3,7,72.90373,85.81410,0,4.52703,1.54539,2.93918,6.15933,13.88146,0.50000
3,8,73.13178,85.08755,0,5.29570,1.50300,2.80059,5.77649,12.88154,1.00000
4,6,97.46453,180.76654,0,2.31428,1.42345,2.50988,4.86340,10.14172,0.33334
4,7,97.73506,181.00941,0,2.31298,1.50088,2.81103,5.83147,13.07362,0.50000
5,9,40.05608,52.78138,0,6.11423,1.45885,2.63945,5.27159,11.37012,1.00000
5,10,39.10996,53.13243,0,5.05469,1.46501,2.68246,5.44299,11.95978,0.50000
5,11,37.48232,51.76669,0,4.55138,1.41874,2.50297,4.86936,10.23056,0.50000
5,12,38.21324,52.04394,0,4.32369,1.47571,2.72351,5.57311,12.34779,0.33333
5,13,37.87339,52.33282,0,4.42257,1.43187,2.54316,4.97262,10.47564,0.50000
5,14,38.39288,51.47304,0,4.28379,1.36429,2.32040,4.33335,8.71279,0.33333
5,15,38.54185,52.41832,0,4.11468,1.37218,2.32797,4.31752,8.57796,0.33334
5,16,38.56448,53.46215,0,2.80260,1.43271,2.55980,5.05165,10.77833,0.44010
6,10,73.84258,85.27660,0,3.60061,1.57441,3.04396,6.47191,14.76530,0.50000
6,11,73.76956,86.13692,0,3.16997,1.56035,3.00705,6.39310,14.62308,0.50000
6,12,73.63151,86.20936,0,2.73119,1.51853,2.85002,5.90281,13.17187,0.33485
7,12,109.78741,132.41026,0,2.97451,1.45602,2.62958,5.23640,11.24704,0.33485
7,13,109.96681,132.39622,0,3.18161,1.40021,2.45256,4.74767,9.94597,0.50000
7,14,109.44395,132.39006,0,3.19413,1.38790,2.38594,4.49821,9.11446,0.33340
7,15,109.22388,131.84911,0,3.02617,1.43421,2.54391,4.96476,10.43849,0.33333
7,16,108.78787,131.80499,0,2.94982,1.45028,2.59288,5.09237,10.75234,0.44010
7,17,108.85682,132.39508,0,3.15148,1.39183,2.41360,4.61218,9.51533,0.50000
8,14,75.17812,84.30999,0,3.09754,1.50107,2.78600,5.71269,12.64680,0.33340
