Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,0,120.747,28.529,0,2.503,1.400,2.503,4.995,10.863,0.181
1,1,117.727,32.576,0,3.086,1.554,3.020,6.521,15.224,0.129
2,0,77.461,160.478,0,4.304,1.568,3.004,6.343,14.399,0.125
2,1,78.316,159.207,0,4.413,1.632,3.235,7.010,16.217,0.125
2,2,80.265,157.920,0,3.239,1.375,2.390,4.604,9.605,0.113
2,3,75.401,158.379,0,3.100,1.414,2.499,4.916,10.536,0.326
2,4,79.160,158.308,0,2.428,1.337,2.280,4.359,9.168,0.147
2,5,80.070,157.335,0,2.796,1.436,2.601,5.239,11.444,0.250
2,6,74.525,161.647,0,3.207,1.524,2.942,6.294,14.531,0.143
3,0,64.715,165.209,0,2.288,1.282,2.176,4.179,8.875,0.129
3,1,63.408,166.633,0,2.723,1.331,2.244,4.233,8.784,0.180
4,1,76.269,163.461,0,3.214,1.612,3.249,7.293,17.686,0.129
4,2,75.856,163.437,0,3.218,1.530,2.936,6.276,14.539,0.111
4,3,76.355,164.197,0,3.768,1.300,2.125,3.841,7.547,0.167
4,4,75.894,163.366,0,3.076,1.363,2.362,4.532,9.425,0.143
4,5,74.703,161.265,0,3.601,1.360,2.333,4.448,9.225,0.293
4,6,68.387,162.139,0,2.792,1.395,2.429,4.663,9.647,0.187
5,2,55.965,134.404,0,2.566,1.387,2.459,4.923,10.876,0.124
5,3,57.215,135.324,0,2.896,1.361,2.348,4.513,9.476,0.192
6,2,59.979,181.418,0,3.032,1.424,2.576,5.197,11.408,0.113
6,3,60.412,182.771,0,2.358,1.228,1.944,3.409,6.543,0.167
6,4,60.666,181.374,0,3.616,1.605,3.202,7.061,16.742,0.143
6,5,61.035,178.811,0,3.575,1.589,3.158,6.957,16.521,0.250
6,6,60.962,180.604,0,3.843,1.487,2.812,5.950,13.707,0.143
6,7,62.004,175.814,0,2.236,1.471,2.803,6.003,14.017,0.101
6,8,60.989,181.723,0,3.367,1.393,2.477,4.940,10.811,0.125
7,3,118.244,31.417,0,3.128,1.484,2.667,5.241,11.039,0.237
7,4,124.259,29.699,0,2.162,1.302,2.148,3.898,7.627,0.145
8,7,57.377,84.397,0,2.885,1.499,2.775,5.685,12.592,0.092
8,8,53.093,90.577,0,2.030,1.281,2.106,3.838,7.606,0.125
9,8,80.174,157.652,0,3.097,1.353,2.280,4.229,8.471,0.125
9,9,79.812,157.015,0,2.958,1.383,2.489,5.067,11.375,0.132
9,10,79.748,157.603,0,2.872,1.321,2.179,3.956,7.760,0.221
10,8,73.600,161.329,0,2.552,1.507,2.894,6.250,14.758,0.125
10,9,73.213,160.972,0,3.352,1.502,2.832,5.927,13.415,0.125
11,9,46.063,111.466,0,2.754,1.380,2.352,4.368,8.655,0.131
11,10,46.954,112.463,0,2.614,1.401,2.504,5.036,11.135,0.150
11,11,46.800,111.817,0,2.762,1.377,2.383,4.572,9.522,0.237
12,9,51.306,177.693,0,2.857,1.485,2.795,5.865,13.369,0.126
12,10,50.503,177.071,0,2.876,1.340,2.289,4.304,8.709,0.221
12,11,50.450,177.506,0,2.167,1.359,2.389,4.782,10.653,0.243
13,10,30.814,157.099,0,2.434,1.450,2.753,5.929,14.008,0.144
13,11,30.603,157.429,0,2.821,1.383,2.351,4.362,8.656,0.253
14,10,60.899,181.415,0,4.042,1.394,2.483,4.946,10.773,0.154
14,11,60.736,180.837,0,2.971,1.385,2.438,4.822,10.490,0.165
14,12,60.770,181.332,0,3.575,1.427,2.539,4.987,10.583,0.143
14,13,60.135,181.710,0,2.986,1.350,2.323,4.464,9.375,0.173
15,11,63.382,166.677,0,2.443,1.502,2.871,6.120,14.153,0.125
15,12,66.301,162.382,0,1.773,1.198,1.928,3.510,7.125,0.143
16,12,73.820,160.518,0,3.152,1.453,2.690,5.586,12.682,0.143
16,13,73.765,160.583,0,3.700,1.618,3.169,6.800,15.589,0.167
16,14,73.780,161.382,0,3.137,1.481,2.709,5.446,11.769,0.306
16,15,74.638,162.582,0,3.842,1.505,2.813,5.821,13.019,0.169
16,16,75.162,161.689,0,3.287,1.629,3.246,7.145,16.926,0.185
17,13,59.987,137.957,0,2.409,1.501,2.886,6.206,14.507,0.167
17,14,57.673,137.476,0,3.281,1.447,2.583,5.100,10.913,0.221
17,15,58.816,136.288,0,3.332,1.585,3.073,6.521,14.786,0.167
17,16,57.919,137.269,0,3.146,1.632,3.314,7.403,17.698,0.185
18,13,80.208,157.480,0,2.774,1.394,2.466,4.902,10.727,0.180
18,14,79.509,157.597,0,2.032,1.167,1.754,2.912,5.302,0.143
19,14,51.024,176.490,0,3.233,1.517,2.837,5.843,12.935,0.255
19,15,51.479,177.758,0,3.049,1.493,2.753,5.601,12.285,0.167
20,15,121.559,31.109,0,4.086,1.537,2.977,6.433,15.072,0.169
20,16,121.535,31.365,0,4.346,1.538,2.954,6.306,14.562,0.143
20,17,122.356,31.668,0,4.225,1.436,2.601,5.233,11.444,0.167
20,18,122.416,32.841,0,5.157,1.299,2.102,3.713,7.014,0.167
20,19,121.832,32.713,0,2.790,1.335,2.253,4.208,8.538,0.153
20,20,120.810,32.214,0,3.467,1.600,3.152,6.859,16.066,0.200
20,21,120.593,30.981,0,3.085,1.558,3.021,6.475,14.944,0.117
20,22,121.177,31.370,0,3.504,1.377,2.441,4.842,10.502,0.200
20,23,121.243,30.718,0,4.384,1.338,2.245,4.162,8.366,0.143
20,24,121.683,30.525,0,3.510,1.409,2.500,4.943,10.661,0.111
20,25,121.213,30.747,0,3.627,1.390,2.440,4.755,10.065,0.169
20,26,121.552,31.650,0,3.425,1.378,2.399,4.639,9.759,0.112
20,27,122.882,31.497,0,3.554,1.545,2.956,6.242,14.171,0.125
20,28,122.534,29.934,0,3.119,1.500,2.861,6.126,14.319,0.111
20,29,122.738,30.605,0,3.314,1.395,2.463,4.841,10.368,0.125
21,16,63.169,167.918,0,2.894,1.410,2.557,5.207,11.596,0.143
21,17,61.931,168.112,0,2.908,1.450,2.711,5.670,12.928,0.203
22,17,46.038,111.712,0,3.051,1.432,2.612,5.342,11.944,0.203
22,18,46.965,111.367,0,2.882,1.451,2.693,5.611,12.780,0.177
23,18,136.182,42.294,0,2.181,1.393,2.512,5.089,11.306,0.181
23,19,134.360,44.012,0,2.140,1.334,2.264,4.256,8.688,0.168
24,18,74.478,160.682,0,3.139,1.456,2.695,5.591,12.674,0.173
24,19,75.491,161.671,0,2.842,1.408,2.478,4.851,10.339,0.153
24,20,74.920,161.344,0,4.385,1.477,2.740,5.656,12.662,0.200
24,21,76.114,160.265,0,3.178,1.493,2.795,5.813,13.087,0.117
25,19,58.563,136.606,0,2.151,1.375,2.461,5.006,11.283,0.164
25,20,58.044,137.023,0,3.293,1.434,2.603,5.278,11.666,0.393
26,20,68.053,107.435,0,3.267,1.455,2.608,5.139,10.879,0.393
26,21,67.873,109.391,0,2.272,1.423,2.579,5.236,11.621,0.111
27,21,67.455,169.477,0,2.904,1.436,2.638,5.456,12.358,0.112
